filename,config_num,distribution_group,regular_info_count,misinformation_count,total_posts,num_agents,run_mean_raw_diff,run_median_raw_diff,run_pct_positive_raw,run_std_raw_diff,run_mean_norm_diff,run_median_norm_diff,run_pct_positive_norm,run_std_norm_diff,normal_run_mean_norm_diff,normal_run_median_norm_diff,normal_run_pct_positive_norm,normal_n_agents,gullible_run_mean_norm_diff,gullible_run_median_norm_diff,gullible_run_pct_positive_norm,gullible_n_agents,stubborn_run_mean_norm_diff,stubborn_run_median_norm_diff,stubborn_run_pct_positive_norm,stubborn_n_agents
hyp2-config-151s-0.json,151,real_gt,841,840,1681,300,-489.1933333333333,-383.0,0.04666666666666667,579.6201581334143,-0.5792167676424514,-0.45417869882792594,0.04666666666666667,0.6906106555838433,-0.34488989864673586,-0.3269357624143593,0.05,100,-0.33402600362380397,-0.2782309891852104,0.04,100,-1.0587344006568145,-1.077354056961667,0.05,100
hyp2-config-152s-0.json,152,real_gt,850,849,1699,300,-535.7333333333333,-390.0,0.04,612.4939387227676,-0.6281140580613871,-0.45761588027437117,0.04,0.7213351632479983,-0.315845825538696,-0.263509318921915,0.04,100,-0.355052282962655,-0.22471003949282897,0.04,100,-1.2134440656828103,-1.0377870158664173,0.04,100
hyp2-config-153s-0.json,153,real_gt,763,762,1525,300,-482.8666666666667,-362.5,0.03333333333333333,515.1811210767872,-0.6305215976443311,-0.4737240413755619,0.03333333333333333,0.6761941435705076,-0.3840094873461918,-0.26997141412369313,0.05,100,-0.346348971286846,-0.23460026212319784,0.02,100,-1.1612063342999557,-1.164360188921339,0.03,100
hyp2-config-154s-0.json,154,real_gt,757,756,1513,300,-518.5966666666667,-406.0,0.05,547.6945545397214,-0.6824966217711704,-0.5349524368678927,0.05,0.7249240370433727,-0.4150762547790288,-0.38174393491434444,0.04,100,-0.4300326406799327,-0.33684727376933465,0.04,100,-1.2023809698545498,-1.3119246818057915,0.07,100
hyp2-config-155s-0.json,155,real_gt,814,813,1627,300,-608.44,-411.0,0.03666666666666667,615.8369510139138,-0.7452189442041841,-0.5036288384996871,0.03666666666666667,0.7571389954911865,-0.39627489112728964,-0.3359761975998138,0.04,100,-0.3281429836411386,-0.2862400307049753,0.04,100,-1.5112389578441239,-1.43714395374912,0.03,100
hyp2-config-156s-0.json,156,real_gt,760,759,1519,300,-442.3,-418.0,0.06333333333333334,476.2344108176379,-0.5790526893650464,-0.5486790097774079,0.06333333333333334,0.6287257335585599,-0.44860139726787324,-0.4210439636641009,0.02,100,-0.30202563969211565,-0.2782920740586645,0.08,100,-0.9865310311351502,-1.052589972956106,0.09,100
hyp2-config-157s-0.json,157,real_gt,883,882,1765,300,-497.14,-373.5,0.04,592.3954718346243,-0.5607997669937484,-0.4218444644751068,0.04,0.6716983116564125,-0.26263053956954624,-0.24683104649938492,0.05,100,-0.25516337829960223,-0.19705164058828506,0.04,100,-1.1646053831120973,-1.1541417246400258,0.03,100
hyp2-config-158s-0.json,158,real_gt,778,777,1555,300,-568.6533333333333,-437.0,0.02666666666666667,547.4281368718811,-0.7287846605327325,-0.5603831889178933,0.02666666666666667,0.7041646227673508,-0.4203272093246385,-0.3733718110324795,0.03,100,-0.3938507310101141,-0.3059175591309268,0.02,100,-1.3721760412634447,-1.3758937049425481,0.03,100
hyp2-config-159s-0.json,159,real_gt,817,816,1633,300,-567.2533333333333,-436.5,0.02666666666666667,525.6394314183074,-0.6920988232094143,-0.5328774869801043,0.02666666666666667,0.6438793457235433,-0.42559258525931787,-0.37696948424412613,0.04,100,-0.37782795737634095,-0.2974281205750354,0.03,100,-1.272875926992584,-1.2438620491036072,0.01,100
hyp2-config-15s-0.json,15,random,146,462,608,300,510.62,300.5,1.0,867.9938209326478,-0.5049633319496333,-0.40041807507560934,0.043333333333333335,0.6225782080104751,-0.2705482417126253,-0.2838759414101879,0.06,100,-0.2563980311925517,-0.1939453240823104,0.03,100,-0.9879437229437231,-1.045543497598292,0.04,100
hyp2-config-160s-0.json,160,real_gt,829,828,1657,300,-347.13,-269.5,0.056666666666666664,444.25802985461166,-0.4161260098405429,-0.3238011573224244,0.056666666666666664,0.5375513530006458,-0.19210850043414163,-0.18453348717679763,0.09,100,-0.1929016975227706,-0.1791263847368636,0.04,100,-0.8633678315647163,-0.9326308397871832,0.04,100
hyp2-config-161s-0.json,161,real_gt,886,885,1771,300,-461.13,-380.0,0.03666666666666667,549.9004346790432,-0.5182909498242168,-0.427605820611904,0.03666666666666667,0.6219559299538522,-0.3418735253982222,-0.29004922778691766,0.02,100,-0.15419962760326988,-0.2093704964864625,0.08,100,-1.0587996964711581,-1.0288703115634286,0.01,100
hyp2-config-162s-0.json,162,real_gt,886,885,1771,300,-577.7566666666667,-387.5,0.03,600.4437579633467,-0.6501364944544346,-0.43622195865376046,0.03,0.678160903676216,-0.4132774483172003,-0.34931132111565977,0.02,100,-0.2611483337796992,-0.19751501702567253,0.03,100,-1.2759837012664037,-1.320249072196503,0.04,100
hyp2-config-163s-0.json,163,real_gt,853,852,1705,300,-559.9533333333334,-394.5,0.06333333333333334,689.4998462282047,-0.6538647129618927,-0.4612930612199968,0.06333333333333334,0.8099970033995433,-0.2991534710411748,-0.3006765682017074,0.08,100,-0.297113020050746,-0.25556858147713957,0.06,100,-1.3653276477937573,-1.4496392186648612,0.05,100
hyp2-config-164s-0.json,164,real_gt,898,897,1795,300,-614.7033333333334,-380.5,0.02,633.5419639264169,-0.6827623175163603,-0.42259151390554517,0.02,0.7056034789336506,-0.3421871097173701,-0.33071013747880207,0.03,100,-0.28817774169279925,-0.24610617425568526,0.02,100,-1.4179221011389118,-1.339816214900944,0.01,100
hyp2-config-165s-0.json,165,real_gt,769,768,1537,300,-582.5733333333334,-410.5,0.03666666666666667,585.272601456456,-0.7551305808409189,-0.5324614962613783,0.03666666666666667,0.7616427670359901,-0.45362780057975727,-0.35694438800390116,0.03,100,-0.3536039092977894,-0.2652863567403555,0.03,100,-1.4581600326452104,-1.4817886121044648,0.05,100
hyp2-config-166s-0.json,166,real_gt,772,771,1543,300,-439.64,-375.5,0.03666666666666667,456.58836331175337,-0.5670476569692816,-0.4849944221554673,0.03666666666666667,0.5923711120328682,-0.39439198134446213,-0.40152584289295246,0.04,100,-0.23362286042620106,-0.22021397418062816,0.05,100,-1.0731281291371813,-1.0098267508047551,0.02,100
hyp2-config-167s-0.json,167,real_gt,823,822,1645,300,-521.7433333333333,-383.0,0.03333333333333333,519.2197491897991,-0.6317434533716872,-0.46394045285629404,0.03333333333333333,0.6315808401396595,-0.4412541500001478,-0.3371573940216347,0.03,100,-0.35603839433796586,-0.28615045542833323,0.04,100,-1.097937815776948,-1.0626468944843062,0.03,100
hyp2-config-168s-0.json,168,real_gt,775,774,1549,300,-554.1033333333334,-346.5,0.04,629.0302559218483,-0.7124673446139312,-0.44575060431774616,0.04,0.8125842879389874,-0.3758521630407602,-0.3489714095190465,0.04,100,-0.3040495123780946,-0.27806118196215723,0.05,100,-1.4575003584229393,-1.5071909644077688,0.03,100
